-1	1	-0.480850911	1	-0.159842795	-0.359306294	0.487393807	-0.159842795	0.159842795	-0.001201837	-0.01634789	-0.009350052	0	-0.01634789	0.031755282	0	0.003860627	0.013488509	0.014406146	0.003860627	0.014406146	0.008149865	0.008149865	0.008149865	-0.008149865	-0.014406146	-0.001896036	-0.001245894	-0.001896036	0.009199271	-0.003141931	0.009199271	0.00605734	0	0.00605734	-0.00605734	0	0	0	-0.001201837	-0.004855503
1	-1	0.480850911	-1	0.159842795	0.359306294	-0.487393807	0.159842795	-0.159842795	0.001201837	0.01634789	0.009350052	0	0.01634789	-0.031755282	0	-0.003860627	-0.013488509	-0.014406146	-0.003860627	-0.014406146	-0.008149865	-0.008149865	-0.008149865	0.008149865	0.014406146	0.001896036	0.001245894	0.001896036	-0.009199271	0.003141931	-0.009199271	-0.00605734	-5.78E-17	-0.00605734	0.00605734	0	0	0	0.001201837	0.004855503
-0.381711325	0.381711325	-1	0.381711325	0.19036726	0.427921414	-0.580469228	0.19036726	-0.19036726	0.001431347	0.019469774	0.01113559	0	0.019469774	-0.037819446	0	-0.004597873	-0.016064349	-0.017157223	-0.004597873	-0.017157223	-0.009706209	-0.009706209	-0.009706209	0.009706209	0.017157223	0.002258114	0.001483817	0.002258114	-0.010956014	0.003741931	-0.010956014	-0.007214083	-4.37E-17	-0.007214083	0.007214083	0	0	0	0.001431347	0.005782736
1	-1	0.480850911	-1	0.159842795	0.359306294	-0.487393807	0.159842795	-0.159842795	0.001201837	0.01634789	0.009350052	0	0.01634789	-0.031755282	0	-0.003860627	-0.013488509	-0.014406146	-0.003860627	-0.014406146	-0.008149865	-0.008149865	-0.008149865	0.008149865	0.014406146	0.001896036	0.001245894	0.001896036	-0.009199271	0.003141931	-0.009199271	-0.00605734	0	-0.00605734	0.00605734	0	0	0	0.001201837	0.004855503
-0.22076657	0.22076657	0.331213403	0.22076657	-1	0.448020028	0.518216493	-1	1	-0.001277841	-0.017381727	-0.009941348	0	-0.017381727	0.033763479	0	0.004104772	0.01434152	0.015317188	0.004104772	0.015317188	0.008665261	0.008665261	0.008665261	-0.008665261	-0.015317188	-0.002015941	-0.001324685	-0.002015941	0.009781031	-0.003340626	0.009781031	0.006440405	0	0.006440405	-0.006440405	6.65E-17	0	-6.65E-17	-0.001277841	-0.005162564
-0.293850629	0.293850629	0.440860529	0.293850629	0.265288842	-1	0.689770388	0.265288842	-0.265288842	-0.001700866	-0.023135892	-0.013232399	0	-0.023135892	0.04494077	0	0.005463644	0.019089233	0.020387893	0.005463644	0.020387893	0.011533868	0.011533868	0.011533868	-0.011533868	-0.020387893	-0.002683312	-0.001763217	-0.002683312	0.013019009	-0.004446529	0.013019009	0.00857248	0	0.00857248	-0.00857248	0	0	0	-0.001700866	-0.006871614
0.294939317	-0.294939317	-0.442493874	-0.294939317	0.22705112	0.51038207	-1	0.22705112	-0.22705112	-0.009937325	-0.135171633	-0.077310394	0	-0.135171633	0.262566809	0	0.031921381	0.111528998	0.11911643	0.031921381	0.11911643	0.067386715	0.067386715	0.067386715	-0.067386715	-0.11911643	-0.015677272	-0.01030161	-0.015677272	0.076063665	-0.025978883	0.076063665	0.050084782	1.40E-16	0.050084782	-0.050084782	0	0	0	-0.009937325	-0.040147457
-0.22076657	0.22076657	0.331213403	0.22076657	-1	0.448020028	0.518216493	-1	1	-0.001277841	-0.017381727	-0.009941348	0	-0.017381727	0.033763479	0	0.004104772	0.01434152	0.015317188	0.004104772	0.015317188	0.008665261	0.008665261	0.008665261	-0.008665261	-0.015317188	-0.002015941	-0.001324685	-0.002015941	0.009781031	-0.003340626	0.009781031	0.006440405	-1.14E-16	0.006440405	-0.006440405	-1.14E-16	0	1.14E-16	-0.001277841	-0.005162564
0.22076657	-0.22076657	-0.331213403	-0.22076657	1	-0.448020028	-0.518216493	1	-1	0.001277841	0.017381727	0.009941348	0	0.017381727	-0.033763479	0	-0.004104772	-0.01434152	-0.015317188	-0.004104772	-0.015317188	-0.008665261	-0.008665261	-0.008665261	0.008665261	0.015317188	0.002015941	0.001324685	0.002015941	-0.009781031	0.003340626	-0.009781031	-0.006440405	-1.61E-16	-0.006440405	0.006440405	0	0	0	0.001277841	0.005162564
-0.001044613	0.001044613	0.00156722	0.001044613	-0.000804167	-0.001807665	-0.014273368	-0.000804167	0.000804167	-1	0.01893724	0.010831011	0	0.01893724	0.0168852	0	0.003238625	0.011315317	0.002331259	0.003238625	0.002331259	-0.000587488	-0.000587488	-0.000587488	0.000587488	-0.002331259	0.019016312	0.012495709	0.019016312	0.01514143	0.031512021	0.01514143	0.046653451	0	0.046653451	-0.046653451	0	0	0	-1	0.953346549
