# Number of Buses, Number of Lines, and The Reference Bus, Targeted Buses									
30 41 1 5 0									
									
# Lines									
# Line No, From Bus, To Bus, Admittance, Line Rated Capacity, Knowingness, Real Topology, Fixed (Core), Related Topology Info Secured									
# If a line is unknown, then either From Bus or To Bus, or the both are zero. 									
# (NO topology attack possible according to the following input structure)									
									
1	1	2	17.39	0.510	-0.16585	1	1	1	1
2	1	3	6.05	0.510	0.16585	1	1	1	1
3	2	4	5.76	0.370	0.24359	1	1	1	1
4	3	4	26.39	0.480	0.14185	1	1	1	1
5	2	5	5.04	0.680	0.20798	1	1	1	1
6	2	6	5.67	0.360	0.25576	1	1	1	1
7	4	6	24.15	0.440	0.06714	1	1	1	1
8	5	7	8.62	0.450	0.11387	1	1	1	1
9	6	7	12.20	0.680	0.11413	1	1	1	1
10	6	8	23.81	0.380	-0.28993	1	1	1	1
11	6	9	4.81	0.380	0.25526	1	1	1	1
12	6	10	1.80	0.380	0.14599	1	1	1	1
13	9	11	4.81	0.380	0.00000	1	1	1	1
14	9	10	9.09	0.380	0.25526	1	1	1	1
15	4	12	3.91	0.380	0.24230	1	1	1	1
16	12	13	7.14	0.380	-0.21593	1	1	1	1
17	12	14	3.91	0.380	0.07982	1	1	1	1
18	12	15	7.67	0.380	0.18394	1	1	1	1
19	12	16	5.03	0.380	0.08247	1	1	1	1
20	14	15	5.01	0.380	0.01782	1	1	1	1
21	16	17	5.20	0.380	0.04747	1	1	1	1
22	15	18	4.58	0.380	0.06699	1	1	1	1
23	18	19	7.74	0.380	0.03499	1	1	1	1
24	19	20	14.71	0.380	-0.06001	1	1	1	1
25	10	20	4.78	0.380	0.08201	1	1	1	1
26	10	17	11.83	0.380	0.04253	1	1	1	1
27	10	21	13.35	0.380	0.14861	1	1	1	1
28	10	22	6.67	0.380	0.07010	1	1	1	1
29	21	22	42.37	0.380	-0.02639	1	1	1	1
30	15	23	4.95	0.380	0.05277	1	1	1	1
31	22	24	5.59	0.380	0.04371	1	1	1	1
32	23	24	3.70	0.380	0.02077	1	1	1	1
33	24	25	3.04	0.380	-0.02251	1	1	1	1
34	25	26	2.63	0.410	0.03500	1	1	1	1
35	25	27	4.79	0.380	-0.05751	1	1	1	1
36	28	27	2.53	0.380	0.18751	1	1	1	1
37	27	29	2.41	0.380	0.06065	1	1	1	1
38	27	30	1.66	0.380	0.06935	1	1	1	1
39	29	30	2.21	0.380	0.03665	1	1	1	1
40	8	28	5.00	0.380	0.09007	1	1	1	1
41	6	28	16.69	0.380	0.09744	1	1	1	1

									
									
									
									
# Bus Number, Generate?, Load?									
1	1	1							
2	1	1							
3	0	1							
4	0	1							
5	1	1							
6	0	1							
7	0	1							
8	1	1							
9	0	1							
10	0	1							
11	1	1							
12	0	1							
13	1	1							
14	0	1							
15	0	1							
16	0	1							
17	0	1							
18	0	1							
19	0	1							
20	0	1							
21	0	1							
22	0	1							
23	0	1							
24	0	1							
25	0	1							
26	0	1							
27	0	1							
28	0	1							
29	0	1							
30	0	1							
									
# Bus No, Gen, Max Gen, Min Gen, Cost Coeff 1, Cost Coeff 2									
1	5	0	0	150	0.000				
2	5	0	0	100	1.090				
5	5	0	0	125	0.848				
8	5	0	0	110	0.680				
11	5	0	0	200	0.000				
13	5	0	0	250	0.216				
									
									
# Bus No, Load, Max Load, Min Load									
# With this max load and min load we do not need to control the change amount separately									
1	0.000	2	0						
2	0.217	2	0						
3	0.024	2	0						
4	0.076	2	0						
5	0.942	2	0						
6	0.000	2	0						
7	0.228	2	0						
8	0.300	2	0						
9	0.000	2	0						
10	0.058	2	0						
11	0.000	2	0						
12	0.112	2	0						
13	0.000	2	0						
14	0.062	2	0						
15	0.082	2	0						
16	0.035	2	0						
17	0.090	2	0						
18	0.032	2	0						
19	0.095	2	0						
20	0.022	2	0						
21	0.175	2	0						
22	0	2	0						
23	0.032	2	0						
24	0.087	2	0						
25	0	2	0						
26	0.035	2	0						
27	0	2	0						
28	0	2	0						
29	0.024	2	0						
30	0.106	2	0						
									
									
									
# Measurements (the maximum number of possible measurements is 2 x #lines + #buses, though all of them may not be recorded)									
# Measurement No, Measurements Taken?, Secured?, Attacker has the ability to alter?									
									
									
1	1	0	1						
2	1	0	1						
3	1	0	1						
4	1	0	1						
5	1	0	1						
6	1	0	1						
7	1	0	1						
8	1	0	1						
9	1	0	1						
10	1	0	1						
11	1	0	1						
12	1	0	1						
13	1	0	1						
14	1	0	1						
15	1	0	1						
16	1	0	1						
17	1	0	1						
18	1	0	1						
19	1	0	1						
20	1	0	1						
21	1	0	1						
22	1	0	1						
23	1	0	1						
24	1	0	1						
25	1	0	1						
26	1	0	1						
27	1	0	1						
28	1	0	1						
29	1	0	1						
30	1	0	1						
31	1	0	1						
32	1	0	1						
33	1	0	1						
34	1	0	1						
35	1	0	1						
36	1	0	1						
37	1	0	1						
38	1	0	1						
39	1	0	1						
40	1	0	1						
41	1	0	1						
42	1	0	1						
43	1	0	1						
44	1	0	1						
45	1	0	1						
46	1	0	1						
47	1	0	1						
48	1	0	1						
49	1	0	1						
50	1	0	1						
51	1	0	1						
52	1	0	1						
53	1	0	1						
54	1	0	1						
55	1	0	1						
56	1	0	1						
57	1	0	1						
58	1	0	1						
59	1	0	1						
60	1	0	1						
61	1	0	1						
62	1	0	1						
63	1	0	1						
64	1	0	1						
65	1	0	1						
66	1	0	1						
67	1	0	1						
68	1	0	1						
69	1	0	1						
70	1	0	1						
71	1	0	1						
72	1	0	1						
73	1	0	1						
74	1	0	1						
75	1	0	1						
76	1	0	1						
77	1	0	1						
78	1	0	1						
79	1	0	1						
80	1	0	1						
81	1	0	1						
82	1	0	1						
83	1	0	1						
84	1	0	1						
85	1	0	1						
86	1	0	1						
87	1	0	1						
88	1	0	1						
89	1	0	1						
90	1	0	1						
91	1	0	1						
92	1	0	1						
93	1	0	1						
94	1	0	1						
95	1	0	1						
96	1	0	1						
97	1	0	1						
98	1	0	1						
99	1	0	1						
100	1	0	1						
101	1	0	1						
102	1	0	1						
103	1	0	1						
104	1	0	1						
105	1	0	1						
106	1	0	1						
107	1	0	1						
108	1	0	1						
109	1	0	1						
110	1	0	1						
111	1	0	1						
112	1	0	1						
									
									
# Cost Constraint									
344						
#343.79									
# Maximum pecent of delta load									
50									
									
# % of minimum Overloading amount, % of lines to be overloaded									
2 1									
									
# Selected states for estimation attack (the reference bus cannot be selected)									
# Number of States follows by the line showing the selected buses 									
# (NOT IN USE: Only specifies the minimum number of states to attack)									
0									
									
									
# Maximum number of states for estimation attack									
30									
									
# The equality relations between the selected states based on their change amounts (this is important to choose the measurements for alteration)									
# Number of constraints									
0									
# A pair states, equal (0) or non-equal (1)									
#9 10 1									
									
# Attacker's Resource Limitation  (thCZ , thCB)									
112 30									
