-1	-1	-0.192144252	-0.075783402	-0.100413008	-0.09347274	-0.08272367	-0.149816023	-0.04898868	-0.028801983	-0.054714566	-0.029612085	0.061064677	0.064820066	0.68494059	0.157447415	0.157611994	-0.807855748	-0.006962002	-0.00898584	-0.075783402	-0.067092353	-0.062722644	-0.030550564	0.197622199	-0.157447415	-0.157611994	0.054527546	-0.015947842	-0.015947842	0.015947842	-0.015947842	0.012705448	0.012705448	-0.000700492	-0.000673156	0.014079096	0.014079096	0.014079096	0.014079096	-0.026380387	-0.001373648	-0.001373648	-0.001373648	0	0.001373648	-0.001373648	-0.001373648	-0.000370439	0.000374933	-0.000745372	-0.001003209	-0.02865329	0.000751863	0.000764917	-0.000996718	0.003567545	-0.003567545	0.006537131	0.006537131	0.006537131	-0.011757659	-0.013733965	-0.013733965	0.013733965	0.011574807	-0.012301291	-0.012301291	-0.012301291	-0.012301291	0.000996718	0.003567545	-0.001003209	-0.000983664	-0.000764917	-0.000745372	-0.000745372	-0.013551112	-0.01829479	0.012301291
-1	-1	-0.192144252	-0.075783402	-0.100413008	-0.09347274	-0.08272367	-0.149816023	-0.04898868	-0.028801983	-0.054714566	-0.029612085	0.061064677	0.064820066	0.68494059	0.157447415	0.157611994	-0.807855748	-0.006962002	-0.00898584	-0.075783402	-0.067092353	-0.062722644	-0.030550564	0.197622199	-0.157447415	-0.157611994	0.054527546	-0.015947842	-0.015947842	0.015947842	-0.015947842	0.012705448	0.012705448	-0.000700492	-0.000673156	0.014079096	0.014079096	0.014079096	0.014079096	-0.026380387	-0.001373648	-0.001373648	-0.001373648	0	0.001373648	-0.001373648	-0.001373648	-0.000370439	0.000374933	-0.000745372	-0.001003209	-0.02865329	0.000751863	0.000764917	-0.000996718	0.003567545	-0.003567545	0.006537131	0.006537131	0.006537131	-0.011757659	-0.013733965	-0.013733965	0.013733965	0.011574807	-0.012301291	-0.012301291	-0.012301291	-0.012301291	0.000996718	0.003567545	-0.001003209	-0.000983664	-0.000764917	-0.000745372	-0.000745372	-0.013551112	-0.01829479	0.012301291
-0.289574704	-0.289574704	-1	-0.389392874	-0.515945559	-0.486604268	-0.418734165	-0.73906247	-0.145487475	-0.259924098	-0.133962962	-0.256785747	-0.235717076	-0.320054848	0.054182408	0.117634667	0.11775763	0.710425296	-0.041324339	-0.053337228	-0.389392874	-0.320328305	-0.11958579	-0.253150062	-0.018156455	-0.117634667	-0.11775763	-0.321437754	-0.094661567	-0.094661567	0.094661567	-0.094661567	0.099455579	0.099455579	-0.004958029	-0.004764545	0.109178152	0.109178152	0.109178152	0.109178152	-0.166275963	-0.009722573	-0.009722573	-0.009722573	0	0.009722573	-0.009722573	-0.009722573	-0.01342117	-0.016496608	0.003075439	0.003698597	-0.194117146	-0.002912732	-0.002963303	0.003861303	-0.123115101	0.123115101	0.085720679	0.085720679	0.085720679	0.010776497	0.025901685	0.025901685	-0.025901685	0.027679659	-0.057097811	-0.057097811	-0.057097811	-0.057097811	-0.003861303	-0.123115101	0.003698597	0.003810732	0.002963303	0.003075439	0.003075439	-0.012554471	-0.074944182	0.057097811
-0.10101483	-0.10101483	-0.344402117	-1	0.639701029	-0.194567493	-0.165731479	-0.2896874	-0.057749591	-0.102291703	-0.051507517	-0.099979455	-0.092558398	-0.115921693	0.016317038	0.042326774	0.042371018	0.243387287	0.006939744	0.008957111	-1	-0.123955921	-0.043570215	-0.097300785	-0.01037994	-0.042326774	-0.042371018	-0.110723229	0.015896855	0.015896855	-0.015896855	0.015896855	0.044973827	0.044973827	-0.001936219	-0.001860659	0.048770705	0.048770705	0.048770705	0.048770705	-0.070611572	-0.003796878	-0.003796878	-0.003796878	0	0.003796878	-0.003796878	-0.003796878	-0.006563935	-0.008787796	0.00222386	0.002767058	-0.029076972	-0.002146019	-0.002183278	0.002844899	-0.033059404	0.033059404	0.018164831	0.018164831	0.018164831	0.009147855	0.014179377	0.014179377	-0.014179377	0.000819911	-0.021840867	-0.021840867	-0.021840867	-0.021840867	-0.002844899	-0.033059404	0.002767058	0.00280764	0.002183278	0.00222386	0.00222386	0.004211611	-0.009016975	0.021840867
-0.119814689	-0.119814689	-0.408498758	0.572645825	-1	-0.230778428	-0.196575747	-0.343601091	-0.068497361	-0.121329201	-0.061093575	-0.118586621	-0.109784432	-0.137495867	0.0193538	0.050204205	0.050256683	0.288684069	0.008231299	0.010624118	0.572645825	-0.147025344	-0.051679063	-0.115409424	-0.012311749	-0.050204205	-0.050256683	-0.131329917	0.018855417	0.018855417	-0.018855417	0.018855417	0.053343901	0.053343901	-0.002296568	-0.002206946	0.057847415	0.057847415	0.057847415	0.057847415	-0.083753084	-0.004503514	-0.004503514	-0.004503514	0	0.004503514	-0.004503514	-0.004503514	-0.007785549	-0.010423291	0.002637743	0.003282034	-0.034488485	-0.002545414	-0.002589608	0.003374363	-0.039212086	0.039212086	0.021545485	0.021545485	0.021545485	0.010850362	0.016818299	0.016818299	-0.016818299	0.000972504	-0.025905668	-0.025905668	-0.025905668	-0.025905668	-0.003374363	-0.039212086	0.003282034	0.003330169	0.002589608	0.002637743	0.002637743	0.004995433	-0.010695124	0.025905668
-0.112795283	-0.112795283	-0.38962665	-0.176142928	-0.23338938	-1	0.590467692	-0.239445757	-0.056490008	-0.100764467	-0.052052678	-0.09973629	-0.091605333	-0.124586193	0.021166983	0.045790218	0.045838082	0.276831367	0.008689779	0.011215878	-0.176142928	-0.82991345	-0.046520345	-0.098545178	-0.006944723	-0.045790218	-0.045838082	-0.1252444	0.019905658	0.019905658	-0.019905658	0.019905658	0.092285908	0.092285908	-0.004183099	-0.004019856	0.100488864	0.100488864	0.100488864	0.100488864	-0.17008655	-0.008202956	-0.008202956	-0.008202956	0	0.008202956	-0.008202956	-0.008202956	-0.009352024	-0.010422245	0.00107022	0.001149068	-0.072380251	-0.00095426	-0.000970828	0.001265028	-0.048167757	0.048167757	0.033639067	0.033639067	0.033639067	0.004080094	0.009969663	0.009969663	-0.009969663	0.010965334	-0.069597686	-0.069597686	-0.069597686	-0.069597686	-0.001265028	-0.048167757	0.001149068	0.001248461	0.000970828	0.00107022	0.00107022	-0.005075765	-0.029558973	0.069597686
-0.106274517	-0.106274517	-0.356947641	-0.159732509	-0.211645574	0.628621917	-1	-0.394225722	-0.069267498	-0.121944	-0.060004051	-0.117857232	-0.109884169	-0.127125642	0.014029178	0.046098576	0.046146763	0.250673124	0.006299584	0.008130858	-0.159732509	0.605774278	-0.048107625	-0.113122833	-0.015866337	-0.046098576	-0.046146763	-0.114775966	0.014430442	0.014430442	-0.014430442	0.014430442	0.002530105	0.002530105	0.000114638	0.000110164	0.002305302	0.002305302	0.002305302	0.002305302	0.022847639	0.000224802	0.000224802	0.000224802	0	-0.000224802	0.000224802	0.000224802	-0.004752419	-0.008596365	0.003843945	0.004977222	0.011900337	-0.003792967	-0.003858821	0.005028199	-0.022800694	0.022800694	0.004891797	0.004891797	0.004891797	0.016155163	0.021159873	0.021159873	-0.021159873	-0.009836591	0.025152941	0.025152941	0.025152941	0.025152941	-0.005028199	-0.022800694	0.004977222	0.004962346	0.003858821	0.003843945	0.003843945	0.014841301	0.011263366	-0.025152941
-0.195019597	-0.195019597	-0.638363305	-0.282903655	-0.374847343	-0.258298076	-0.399452923	-1	-0.153423704	-0.268067137	-0.128088237	-0.255453506	-0.240310491	-0.249261121	0.016043978	0.089441063	0.089534556	0.443343708	0.008463663	0.01092403	-0.282903655	-0.600547077	-0.095294692	-0.240840995	-0.04440731	-0.089441063	-0.089534556	-0.205325706	0.019387694	0.019387694	-0.019387694	0.019387694	-0.13382369	-0.13382369	0.006862858	0.006595039	-0.147281586	-0.147281586	-0.147281586	-0.147281586	0.342249002	0.013457896	0.013457896	0.013457896	0	-0.013457896	0.013457896	0.013457896	-0.002063461	-0.013768246	0.011704785	0.015521357	0.153211383	-0.011706827	-0.011910081	0.015519315	-0.004800858	0.004800858	-0.034984785	-0.034984785	-0.034984785	0.049837983	0.058129012	0.058129012	-0.058129012	-0.051130199	0.194967416	0.194967416	0.194967416	0.194967416	-0.015519315	-0.004800858	0.015521357	0.015316061	0.011910081	0.011704785	0.011704785	0.059421228	0.084822768	-0.194967416
-0.074494379	-0.074494379	-0.146798004	-0.065881829	-0.087293424	-0.071185812	-0.081989441	-0.179225683	-1	0.289440131	0.230087744	0.280813557	0.035660439	0.011402233	-0.050393107	0.062411124	0.062476362	0.072303625	0.002783976	0.003593272	-0.065881829	-0.097236242	-0.760274242	0.270819929	-0.405299012	-0.062411124	-0.062476362	-0.010179323	0.006377248	0.006377248	-0.006377248	0.006377248	-0.043157835	-0.043157835	0.00169583	0.001629651	-0.046483315	-0.046483315	-0.046483315	-0.046483315	0.026050431	0.00332548	0.00332548	0.00332548	0	-0.00332548	0.00332548	0.00332548	0.013784223	0.021945683	-0.00816146	-0.010458743	0.049535083	0.008006404	0.008145411	-0.010613799	-0.023133429	0.023133429	0.045839762	0.045839762	0.045839762	0.076425259	0.239725758	0.239725758	-0.239725758	0.099271802	-0.020432884	-0.020432884	-0.020432884	-0.020432884	0.010613799	-0.023133429	-0.010458743	-0.010474791	-0.008145411	-0.00816146	-0.00816146	0.064028697	0.030585498	0.020432884
-0.028946244	-0.028946244	-0.173333756	-0.077125715	-0.102191572	-0.083921121	-0.095396166	-0.206963335	0.191293761	-1	0.165889354	0.412500132	-0.103326114	-0.104705746	0.048149589	-0.009596657	-0.009606688	0.144387512	0.0026121	0.003371431	-0.077125715	-0.111567169	0.133273669	-0.946223483	0.279959679	0.009596657	0.009606688	-0.084361534	0.005983531	0.005983531	-0.005983531	0.005983531	-0.044839432	-0.044839432	0.003141311	0.003018723	-0.050999466	-0.050999466	-0.050999466	-0.050999466	0.027646048	0.006160034	0.006160034	0.006160034	0	-0.006160034	0.006160034	0.006160034	-0.02424243	-0.047616483	0.023374053	0.030402464	0.050822963	-0.023123084	-0.023524548	0.030653433	-0.003469821	0.003469821	-0.01896458	-0.01896458	-0.01896458	-0.008721395	-0.058020091	-0.058020091	0.058020091	-0.045731812	-0.023353418	-0.023353418	-0.023353418	-0.023353418	-0.030653433	-0.003469821	0.030402464	0.030251969	0.023524548	0.023374053	0.023374053	-0.003566884	0.010243185	0.023353418
