# Number of Buses, Number of Lines, and The Reference Bus
300 411 1

# Lines
# Line No, From Bus, To Bus, Admittance, Knowingness, Real Topology, Fixed (Core), Related Topology Info Secured
# If a line is unknown, then either From Bus or To Bus, or the both are zero.
1	1	5	166.67	1	1	1	1
2	2	6	111.11	1	1	1	1
3	2	8	37.04	1	1	1	1
4	3	7	333.33	1	1	1	1
5	3	19	14.49	1	1	1	1
6	3	150	142.86	1	1	1	1
7	3	1	19.23	1	1	1	1
8	3	2	19.23	1	1	1	1
9	3	4	200.00	1	1	1	1
10	4	16	52.63	1	1	1	1
11	5	9	34.48	1	1	1	1
12	7	12	111.11	1	1	1	1
13	7	131	142.86	1	1	1	1
14	7	5	25.64	1	1	1	1
15	7	6	25.64	1	1	1	1
16	8	11	16.81	1	1	1	1
17	8	14	23.81	1	1	1	1
18	9	11	37.04	1	1	1	1
19	10	11	11.24	1	1	1	1
20	11	13	29.41	1	1	1	1
21	12	21	66.67	1	1	1	1
22	12	10	18.87	1	1	1	1
23	13	20	29.41	1	1	1	1
24	14	15	23.81	1	1	1	1
25	15	37	4.03	1	1	1	1
26	15	89	4.03	1	1	1	1
27	15	90	2.75	1	1	1	1
28	15	17	32.15	1	1	1	1
29	16	42	45.45	1	1	1	1
30	16	15	26.32	1	1	1	1
31	19	21	55.56	1	1	1	1
32	19	87	12.50	1	1	1	1
33	20	22	30.30	1	1	1	1
34	20	27	5.38	1	1	1	1
35	21	24	29.41	1	1	1	1
36	21	20	71.43	1	1	1	1
37	22	23	9.01	1	1	1	1
38	23	25	25.64	1	1	1	1
39	24	18	14.71	1	1	1	1
40	24	23	15.63	1	1	1	1
41	25	26	14.08	1	1	1	1
42	26	27	8.33	1	1	1	1
43	26	28	7.69	1	1	1	1
44	33	34	15.87	1	1	1	1
45	33	38	83.33	1	1	1	1
46	33	40	34.48	1	1	1	1
47	33	41	23.26	1	1	1	1
48	34	42	125.00	1	1	1	1
49	35	72	16.67	1	1	1	1
50	35	76	71.43	1	1	1	1
51	35	77	34.48	1	1	1	1
52	36	88	37.04	1	1	1	1
53	36	35	21.28	1	1	1	1
54	37	265	2173.91	1	1	1	1
55	37	38	21.28	1	1	1	1
56	37	40	15.63	1	1	1	1
57	37	41	27.78	1	1	1	1
58	37	49	12.35	1	1	1	1
59	37	89	3.94	1	1	1	1
60	37	90	7.87	1	1	1	1
61	38	41	27.03	1	1	1	1
62	38	43	11.49	1	1	1	1
63	39	42	156.25	1	1	1	1
64	40	48	6.49	1	1	1	1
65	41	42	34.48	1	1	1	1
66	41	49	5.24	1	1	1	1
67	41	51	11.24	1	1	1	1
68	42	46	71.43	1	1	1	1
69	43	44	13.89	1	1	1	1
70	43	48	3.82	1	1	1	1
71	43	53	25.64	1	1	1	1
72	44	47	11.90	1	1	1	1
73	44	54	11.90	1	1	1	1
74	45	60	24.39	1	1	1	1
75	45	74	18.52	1	1	1	1
76	45	44	50.00	1	1	1	1
77	45	46	47.62	1	1	1	1
78	46	81	23.81	1	1	1	1
79	47	73	6.90	1	1	1	1
80	47	113	8.47	1	1	1	1
81	48	107	16.13	1	1	1	1
82	49	51	10.64	1	1	1	1
83	51	52	9.17	1	1	1	1
84	52	55	12.50	1	1	1	1
85	53	54	13.70	1	1	1	1
86	54	55	9.71	1	1	1	1
87	55	57	5.92	1	1	1	1
88	57	58	12.50	1	1	1	1
89	57	63	1.86	1	1	1	1
90	58	59	38.46	1	1	1	1
91	59	61	76.92	1	1	1	1
92	60	62	15.38	1	1	1	1
93	62	64	9.52	1	1	1	1
94	62	144	142.86	1	1	1	1
95	62	61	16.95	1	1	1	1
96	63	32	5.81	1	1	1	1
97	63	64	26.32	1	1	1	1
98	69	211	4.31	1	1	1	1
99	69	79	6.37	1	1	1	1
100	70	71	10.00	1	1	1	1
101	70	50	8.10	1	1	1	1
102	71	72	7.63	1	1	1	1
103	71	73	10.10	1	1	1	1
104	72	77	11.49	1	1	1	1
105	72	56	5.18	1	1	1	1
106	73	76	17.54	1	1	1	1
107	73	79	19.23	1	1	1	1
108	73	74	40.98	1	1	1	1
109	74	88	37.04	1	1	1	1
110	74	66	4.97	1	1	1	1
111	76	77	23.26	1	1	1	1
112	77	78	166.67	1	1	1	1
113	77	80	14.29	1	1	1	1
114	77	65	3.74	1	1	1	1
115	77	67	4.70	1	1	1	1
116	78	79	45.45	1	1	1	1
117	78	84	27.78	1	1	1	1
118	79	211	2.67	1	1	1	1
119	80	211	9.35	1	1	1	1
120	81	194	30.30	1	1	1	1
121	81	195	30.30	1	1	1	1
122	81	88	50.00	1	1	1	1
123	83	120	-2.70	1	1	1	1
124	85	86	15.63	1	1	1	1
125	85	99	20.83	1	1	1	1
126	86	87	10.75	1	1	1	1
127	86	30	20.83	1	1	1	1
128	86	102	20.83	1	1	1	1
129	87	94	21.74	1	1	1	1
130	89	91	8.40	1	1	1	1
131	90	92	5.75	1	1	1	1
132	91	94	3.95	1	1	1	1
133	91	97	12.99	1	1	1	1
134	92	103	6.94	1	1	1	1
135	92	105	10.87	1	1	1	1
136	94	97	2.34	1	1	1	1
137	95	1	51.20	1	1	1	1
138	96	2	68.49	1	1	1	1
139	97	100	18.87	1	1	1	1
140	97	102	10.87	1	1	1	1
141	97	103	8.20	1	1	1	1
142	98	100	15.63	1	1	1	1
143	98	102	8.26	1	1	1	1
144	99	107	7.41	1	1	1	1
145	99	108	250.00	1	1	1	1
146	99	109	2.82	1	1	1	1
147	99	110	5.75	1	1	1	1
148	100	102	26.32	1	1	1	1
149	101	3	94.88	1	1	1	1
150	102	104	15.63	1	1	1	1
151	103	105	16.13	1	1	1	1
152	104	108	7.69	1	1	1	1
153	104	29	8.06	1	1	1	1
154	105	107	11.36	1	1	1	1
155	105	110	2.50	1	1	1	1
156	106	11	52.00	1	1	1	1
157	108	31	4.81	1	1	1	1
158	109	110	5.43	1	1	1	1
159	109	113	3.65	1	1	1	1
160	109	114	2.54	1	1	1	1
161	110	112	2.48	1	1	1	1
162	111	12	32.05	1	1	1	1
163	112	114	23.81	1	1	1	1
164	114	207	6.71	1	1	1	1
165	115	122	50.25	1	1	1	1
166	116	120	9.53	1	1	1	1
167	116	124	57.47	1	1	1	1
168	117	118	555.56	1	1	1	1
169	118	119	36.90	1	1	1	1
170	118	83	1.62	1	1	1	1
171	118	121	3.43	1	1	1	1
172	119	120	29.50	1	1	1	1
173	119	121	17.18	1	1	1	1
174	119	75	43.48	1	1	1	1
175	120	82	43.48	1	1	1	1
176	121	115	35.71	1	1	1	1
177	122	123	4.27	1	1	1	1
178	122	125	2.73	1	1	1	1
179	122	157	51.28	1	1	1	1
180	123	124	9.29	1	1	1	1
181	123	125	7.07	1	1	1	1
182	125	126	50.76	1	1	1	1
183	126	127	24.69	1	1	1	1
184	126	129	9.04	1	1	1	1
185	126	132	5.92	1	1	1	1
186	126	157	20.00	1	1	1	1
187	126	158	18.59	1	1	1	1
188	126	169	8.64	1	1	1	1
189	127	128	17.33	1	1	1	1
190	127	134	29.76	1	1	1	1
191	127	168	17.33	1	1	1	1
192	128	130	12.94	1	1	1	1
193	128	133	51.81	1	1	1	1
194	129	130	13.30	1	1	1	1
195	129	133	53.76	1	1	1	1
196	130	132	60.98	1	1	1	1
197	130	151	60.61	1	1	1	1
198	130	167	12.61	1	1	1	1
199	130	168	12.76	1	1	1	1
200	130	131	55.56	1	1	1	1
201	130	150	71.43	1	1	1	1
202	132	170	24.88	1	1	1	1
203	133	137	85.47	1	1	1	1
204	133	168	51.81	1	1	1	1
205	133	169	53.76	1	1	1	1
206	133	171	99.01	1	1	1	1
207	134	135	34.13	1	1	1	1
208	134	184	26.25	1	1	1	1
209	135	136	16.05	1	1	1	1
210	136	137	11.24	1	1	1	1
211	136	152	25.64	1	1	1	1
212	137	140	87.72	1	1	1	1
213	137	181	294.12	1	1	1	1
214	137	186	66.23	1	1	1	1
215	137	188	294.12	1	1	1	1
216	139	172	4.45	1	1	1	1
217	140	141	11.96	1	1	1	1
218	140	142	8.83	1	1	1	1
219	140	145	2.97	1	1	1	1
220	140	146	3.30	1	1	1	1
221	140	147	2.86	1	1	1	1
222	140	182	112.36	1	1	1	1
223	141	146	4.41	1	1	1	1
224	141	174	16.58	1	1	1	1
225	142	143	17.54	1	1	1	1
226	142	175	20.08	1	1	1	1
227	143	145	12.94	1	1	1	1
228	143	149	11.00	1	1	1	1
229	143	144	12.00	1	1	1	1
230	143	148	26.95	1	1	1	1
231	145	146	17.01	1	1	1	1
232	145	149	6.62	1	1	1	1
233	145	180	54.95	1	1	1	1
234	146	147	19.84	1	1	1	1
235	148	178	6.55	1	1	1	1
236	148	179	2.55	1	1	1	1
237	151	170	25.51	1	1	1	1
238	152	153	10.45	1	1	1	1
239	153	161	34.72	1	1	1	1
240	153	183	15.65	1	1	1	1
241	154	156	3.16	1	1	1	1
242	154	183	3.27	1	1	1	1
243	155	161	17.61	1	1	1	1
244	155	156	39.06	1	1	1	1
245	157	159	102.04	1	1	1	1
246	158	159	35.09	1	1	1	1
247	158	160	22.32	1	1	1	1
248	159	117	62.50	1	1	1	1
249	160	124	25.25	1	1	1	1
250	162	164	30.67	1	1	1	1
251	162	165	40.82	1	1	1	1
252	163	164	19.46	1	1	1	1
253	163	137	26.04	1	1	1	1
254	164	155	43.29	1	1	1	1
255	165	166	81.30	1	1	1	1
256	167	169	56.18	1	1	1	1
257	172	173	2.06	1	1	1	1
258	172	174	4.52	1	1	1	1
259	173	174	3.00	1	1	1	1
260	173	175	3.26	1	1	1	1
261	173	176	1.99	1	1	1	1
262	175	176	2.76	1	1	1	1
263	175	179	3.23	1	1	1	1
264	176	177	12.06	1	1	1	1
265	177	178	11.81	1	1	1	1
266	178	179	5.39	1	1	1	1
267	178	180	34.48	1	1	1	1
268	181	138	49.50	1	1	1	1
269	181	187	120.48	1	1	1	1
270	182	139	76.34	1	1	1	1
271	184	185	40.82	1	1	1	1
272	186	188	116.28	1	1	1	1
273	187	188	116.28	1	1	1	1
274	188	138	49.50	1	1	1	1
275	189	208	10.53	1	1	1	1
276	189	209	14.49	1	1	1	1
277	189	210	3.97	1	1	1	1
278	190	231	454.55	1	1	1	1
279	190	240	36.36	1	1	1	1
280	191	192	20.83	1	1	1	1
281	192	225	111.11	1	1	1	1
282	193	205	15.87	1	1	1	1
283	193	208	7.87	1	1	1	1
284	193	196	4.22	1	1	1	1
285	194	219	34.97	1	1	1	1
286	194	68	28.17	1	1	1	1
287	195	219	34.97	1	1	1	1
288	195	212	27.32	1	1	1	1
289	196	197	25.00	1	1	1	1
290	196	210	12.35	1	1	1	1
291	196	93	50.00	1	1	1	1
292	197	198	16.67	1	1	1	1
293	197	211	25.00	1	1	1	1
294	198	202	1.45	1	1	1	1
295	198	203	21.74	1	1	1	1
296	198	210	13.70	1	1	1	1
297	198	211	9.17	1	1	1	1
298	199	200	7.41	1	1	1	1
299	199	210	9.80	1	1	1	1
300	200	210	7.81	1	1	1	1
301	200	248	4.55	1	1	1	1
302	201	204	5.46	1	1	1	1
303	201	69	10.20	1	1	1	1
304	202	211	7.81	1	1	1	1
305	203	211	16.95	1	1	1	1
306	204	205	14.71	1	1	1	1
307	204	93	4.90	1	1	1	1
308	205	206	2.24	1	1	1	1
309	206	207	10.75	1	1	1	1
310	206	208	2.38	1	1	1	1
311	209	198	4.74	1	1	1	1
312	211	212	81.97	1	1	1	1
313	212	215	12.85	1	1	1	1
314	213	214	26.32	1	1	1	1
315	214	215	54.05	1	1	1	1
316	214	242	92.59	1	1	1	1
317	215	216	40.16	1	1	1	1
318	216	217	20.12	1	1	1	1
319	217	218	21.93	1	1	1	1
320	217	219	56.50	1	1	1	1
321	217	220	25.32	1	1	1	1
322	218	219	28.25	1	1	1	1
323	219	237	555.56	1	1	1	1
324	220	218	20.66	1	1	1	1
325	220	221	33.90	1	1	1	1
326	220	238	217.39	1	1	1	1
327	221	223	769.23	1	1	1	1
328	222	237	19.46	1	1	1	1
329	223	224	51.28	1	1	1	1
330	224	225	15.63	1	1	1	1
