-1	1	-0.168825472	-0.353183402	-0.477991126	-0.168825472	-0.493885472	-0.017860791	-0.010262611	0.028123403	0.01693746	0.002485658	0.008700285	0	-0.017860791	-0.01693746	-0.011185943	-0.01693746	0.002485658	-0.011185943
1	-1	0.168825472	0.353183402	0.477991126	0.168825472	0.493885472	0.017860791	0.010262611	-0.028123403	-0.01693746	-0.002485658	-0.008700285	0	0.017860791	0.01693746	0.011185943	0.01693746	-0.002485658	0.011185943
-0.207523598	0.207523598	-1	0.455516426	0.336959976	-1	-0.51514934	-0.018629774	-0.01070446	0.029334235	0.01766669	0.002592676	0.009074869	0	-0.018629774	-0.01766669	-0.011667545	-0.01766669	0.002592676	-0.011667545
-0.272260169	0.272260169	0.285665866	-1	0.442073965	0.285665866	-0.675849144	-0.024441295	-0.014043695	0.03848499	0.023177778	0.003401456	0.011905756	0	-0.024441295	-0.023177778	-0.015307212	-0.023177778	0.003401456	-0.015307212
-0.360588335	0.360588335	0.206795289	0.432616376	-1	0.206795289	0.604963148	0.021877786	0.012570731	-0.034448517	-0.020746792	-0.003044696	-0.010657029	0	0.021877786	0.020746792	0.013701725	0.020746792	-0.003044696	0.013701725
-0.207523598	0.207523598	-1	0.455516426	0.336959976	-1	-0.51514934	-0.018629774	-0.01070446	0.029334235	0.01766669	0.002592676	0.009074869	0	-0.018629774	-0.01766669	-0.011667545	-0.01766669	0.002592676	-0.011667545
-0.291772065	0.291772065	-0.247583153	-0.517944711	0.473755799	-0.247583153	-1	0.148910071	0.085562065	-0.234472136	-0.141212018	-0.020723575	-0.072536542	0	0.148910071	0.141212018	0.093260118	0.141212018	-0.020723575	0.093260118
-0.029391657	0.029391657	-0.024940287	-0.052175157	0.047723787	-0.024940287	0.414791636	-1	0.50809292	0.49190708	0.296253502	0.043476695	0.152176883	0	-1	-0.296253502	-0.195653578	-0.296253502	0.043476695	-0.195653578
-0.021357434	0.021357434	-0.018122848	-0.037913053	0.034678467	-0.018122848	0.301408145	0.642555953	-1	0.357444047	0.215272467	0.03159232	0.11057926	0	0.642555953	-0.215272467	-0.14217158	-0.215272467	0.03159232	-0.14217158
0.059750425	-0.059750425	0.050701217	0.106067099	-0.097017891	0.050701217	-0.843231684	0.635086427	0.364913573	-1	-0.602255007	-0.088383958	-0.309361034	0	0.635086427	0.602255007	0.397744993	0.602255007	-0.088383958	0.397744993
0.03554768	-0.03554768	0.03016398	0.063103138	-0.057719437	0.03016398	-0.501668899	0.377835789	0.217100227	-0.594936016	-1	0.090010331	0.315053654	0	0.377835789	1	-0.405063984	1	0.090010331	-0.405063984
0.003868371	-0.003868371	0.003282506	0.006867012	-0.006281147	0.003282506	-0.054592634	0.041116862	0.02362529	-0.064742152	0.06674461	-1	0.868513237	0	0.041116862	-0.06674461	0.131486763	-0.06674461	-1	0.131486763
0.010190124	-0.010190124	0.008646829	0.018089192	-0.016545897	0.008646829	-0.143808779	0.108310688	0.062234112	-0.1705448	0.175819706	0.653635493	-1	0	0.108310688	-0.175819706	0.346364507	-0.175819706	0.653635493	0.346364507
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
-0.029391657	0.029391657	-0.024940287	-0.052175157	0.047723787	-0.024940287	0.414791636	-1	0.50809292	0.49190708	0.296253502	0.043476695	0.152176883	0	-1	-0.296253502	-0.195653578	-0.296253502	0.043476695	-0.195653578
-0.03554768	0.03554768	-0.03016398	-0.063103138	0.057719437	-0.03016398	0.501668899	-0.377835789	-0.217100227	0.594936016	1	-0.090010331	-0.315053654	0	-0.377835789	-1	0.405063984	-1	-0.090010331	0.405063984
-0.029420233	0.029420233	-0.024964535	-0.052225883	0.047770186	-0.024964535	0.415194907	-0.312707237	-0.179678088	0.492385325	-0.507614675	0.222212623	0.777787377	0	-0.312707237	0.507614675	-1	0.507614675	0.222212623	-1
-0.03554768	0.03554768	-0.03016398	-0.063103138	0.057719437	-0.03016398	0.501668899	-0.377835789	-0.217100227	0.594936016	1	-0.090010331	-0.315053654	0	-0.377835789	-1	0.405063984	-1	-0.090010331	0.405063984
0.003868371	-0.003868371	0.003282506	0.006867012	-0.006281147	0.003282506	-0.054592634	0.041116862	0.02362529	-0.064742152	0.06674461	-1	0.868513237	0	0.041116862	-0.06674461	0.131486763	-0.06674461	-1	0.131486763
-0.029420233	0.029420233	-0.024964535	-0.052225883	0.047770186	-0.024964535	0.415194907	-0.312707237	-0.179678088	0.492385325	-0.507614675	0.222212623	0.777787377	0	-0.312707237	0.507614675	-1	0.507614675	0.222212623	-1
