# Number of Buses, Number of Lines, and The Reference Bus, Number of attacked buses, Targeted cases									
118 191 1 53 0									
									
# Lines									
# Line No, From Bus, To Bus, Admittance, Line Rated Capacity, Knowingness, Real Topology, Fixed (Core), Related Topology Info Secured									
# If a line is unknown, then either From Bus or To Bus, or the both are zero. 									
# (NO topology attack possible according to the following input structure)									
1	1	2	10.010	2.420	-0.213	1	1	1	1
2	1	3	23.580	2.420	-0.297	1	1	1	1
3	4	5	125.310	2.090	-0.515	1	1	1	1
4	3	5	9.260	2.080	-0.475	1	1	1	1
5	5	6	18.520	2.100	0.480	1	1	1	1
6	6	7	48.080	2.100	-0.040	1	1	1	1
7	8	9	32.790	2.090	0.000	1	1	1	1
8	8	10	37.450	2.090	0.000	1	1	1	1
9	8	5	37.450	2.080	1.747	1	1	1	1
10	9	10	31.060	2.090	0.000	1	1	1	1
11	4	11	14.530	2.100	0.215	1	1	1	1
12	5	11	14.660	2.100	0.277	1	1	1	1
13	11	12	51.020	2.080	-0.085	1	1	1	1
14	2	12	16.230	2.210	-0.413	1	1	1	1
15	3	12	6.250	2.100	-0.213	1	1	1	1
16	7	12	29.410	2.090	-0.230	1	1	1	1
17	11	13	13.680	2.150	-0.122	1	1	1	1
18	12	14	14.140	2.110	-0.153	1	1	1	1
19	13	15	4.090	2.110	-0.462	1	1	1	1
20	14	15	5.130	2.130	-0.562	1	1	1	1
21	12	16	11.990	2.110	-0.350	1	1	1	1
22	15	17	22.880	2.180	-0.389	1	1	1	1
23	16	17	5.550	2.100	-0.600	1	1	1	1
24	17	18	19.800	2.130	-0.139	1	1	1	1
25	18	19	20.280	2.130	-0.739	1	1	1	1
26	19	20	8.550	2.090	-0.011	1	1	1	1
27	15	19	25.380	2.100	-1.534	1	1	1	1
28	20	21	11.780	2.090	-0.191	1	1	1	1
29	21	22	10.310	2.100	-0.331	1	1	1	1
30	22	23	6.290	2.100	-0.431	1	1	1	1
31	23	24	20.330	2.000	-1.639	1	1	1	1
32	23	25	12.500	2.170	0.292	1	1	1	1
33	26	25	26.180	2.090	0.219	1	1	1	1
34	25	27	6.130	2.100	0.511	1	1	1	1
35	27	28	11.700	2.090	-0.069	1	1	1	1
36	28	29	10.600	2.090	-0.239	1	1	1	1
37	30	17	25.770	2.090	0.052	1	1	1	1
38	8	30	19.840	1.830	-1.497	1	1	1	1
39	26	30	11.630	1.900	1.681	1	1	1	1
40	17	31	6.400	2.090	-0.634	1	1	1	1
41	29	31	30.210	2.090	-0.479	1	1	1	1
42	23	32	8.670	2.080	0.847	1	1	1	1
43	31	32	10.150	2.090	0.357	1	1	1	1
44	27	32	13.250	2.090	-0.120	1	1	1	1
45	15	33	8.040	2.420	-0.002	1	1	1	1
46	19	34	4.050	2.350	0.149	1	1	1	1
47	35	36	98.040	2.100	0.017	1	1	1	1
48	35	37	20.120	2.090	-0.347	1	1	1	1
49	33	37	7.040	2.270	-0.232	1	1	1	1
50	34	36	37.310	2.090	0.293	1	1	1	1
51	34	37	106.380	2.090	-1.020	1	1	1	1
52	38	37	26.670	1.810	-0.567	1	1	1	1
53	37	39	9.430	2.090	-1.039	1	1	1	1
54	37	40	5.950	2.090	-1.127	1	1	1	1
55	30	38	18.520	1.470	0.132	1	1	1	1
56	39	40	16.530	2.090	-1.309	1	1	1	1
57	40	41	20.530	2.090	1.045	1	1	1	1
58	40	42	5.460	2.090	0.775	1	1	1	1
59	41	42	7.410	2.090	0.675	1	1	1	1
60	43	44	4.070	2.100	0.107	1	1	1	1
61	34	43	5.950	2.100	0.287	1	1	1	1
62	44	45	11.100	2.090	-0.053	1	1	1	1
63	45	46	7.370	2.090	-0.839	1	1	1	1
64	46	47	7.870	2.090	0.948	1	1	1	1
65	46	48	5.290	2.090	0.716	1	1	1	1
66	47	49	16.000	2.090	0.654	1	1	1	1
67	42	49	3.100	2.090	0.540	1	1	1	1
68	42	49	3.100	2.090	0.540	1	1	1	1
69	45	49	5.380	2.090	0.256	1	1	1	1
70	48	49	19.800	2.090	0.516	1	1	1	1
71	49	50	13.300	2.090	0.531	1	1	1	1
72	49	51	7.300	2.090	0.661	1	1	1	1
73	51	52	17.010	2.090	0.298	1	1	1	1
74	52	53	6.120	2.090	0.118	1	1	1	1
75	53	54	8.200	2.090	-0.112	1	1	1	1
76	49	54	3.460	2.090	0.393	1	1	1	1
77	49	54	3.440	2.090	0.391	1	1	1	1
78	54	55	14.140	2.090	-0.144	1	1	1	1
79	54	56	104.710	2.090	-0.206	1	1	1	1
80	55	56	66.230	2.090	0.542	1	1	1	1
81	56	57	10.35000005	2.09	-0.241	1	1	1	1
82	50	57	7.460000021	2.09	0.361	1	1	1	1
83	56	58	10.35000005	2.09	-0.074	1	1	1	1
84	51	58	13.91000002	2.09	0.194	1	1	1	1
85	54	59	4.360000003	2.09	-0.109	1	1	1	1
